"","GSM734540","GSM734541","GSM734542","GSM734543","GSM734544","GSM734545","GSM734546","GSM734547","GSM734548","GSM734549","GSM734550","GSM734551","GSM734552","GSM734553","GSM734554","GSM734555","GSM734556","GSM734557","GSM734558","GSM734559","GSM734560","GSM734561","GSM734562","GSM734563","GSM734564","GSM734565","GSM734566","GSM734567","GSM734568","GSM734569","GSM734570","GSM734571","GSM734572","GSM734573","GSM734574","GSM734575","GSM734576","GSM734577","GSM734578","GSM734579","GSM734580","GSM734581","GSM734582","GSM734583","GSM734584","GSM734585","GSM734586","GSM734587"
"CATMA2a02260",11.55353636,11.43582215,11.51022334,11.14340424,11.40505592,11.25211595,11.06925584,11.17748435,10.58466754,10.60959723,10.25602148,9.960973084,9.516655023,9.163997414,9.329711749,9.187299961,8.939017006,9.455805274,9.325386219,8.819835231,8.116900337,8.775620231,8.436069614,8.93131833,11.83495339,12.27396785,11.84973428,11.81814272,11.745634,11.94603184,11.55465081,11.29219012,11.00419511,11.53021816,11.52778117,11.20852258,11.69662994,11.15155544,11.32355003,11.28617995,11.11704715,11.24165657,11.1383664,10.809777,10.93967593,10.64950984,11.10807274,11.44499679
"CATMA2a12440",9.04324314,9.392825735,10.08561253,9.977270786,10.29213391,10.59732507,10.29243965,10.11887641,10.77817228,10.93596744,10.6850964,10.33731612,10.39391269,9.236852342,9.26626426,9.82325019,9.846069498,9.914364847,9.445660078,9.979623613,9.841711776,9.603646004,9.733239228,10.74829534,9.403251967,9.492076762,10.19199977,10.04438585,9.686963992,10.33160645,10.67322534,10.57026869,10.7594911,10.0739463,10.90554983,10.89215431,10.53388431,11.2123434,10.77705751,11.17935123,10.84561379,11.19320661,10.71514709,11.05224462,10.75137489,11.06520912,10.53548,11.42710015
"CATMA2a23310",11.81740029,12.13045356,12.47641139,12.54233097,12.35462299,11.42461261,11.75986229,12.38846398,12.17779336,12.32439407,10.93022999,10.5687658,9.639525021,9.440306785,9.71220596,9.60329393,9.242240282,9.832515727,9.563234574,9.410840357,9.267597366,9.910920753,9.511219909,9.396947725,12.2591013,12.3524021,12.79408898,12.73186936,12.17814751,11.88322318,12.15079432,11.88200339,11.99049169,12.41938608,12.18546444,11.53207489,11.59901699,11.17228906,11.29069056,12.26839211,11.80600285,11.3858987,11.44553389,11.47138697,11.47072744,11.37640858,11.43525304,11.60231649
"CATMA2a27810",12.68384892,12.66004024,12.43465249,12.453566,12.27633082,12.47021832,12.67432682,13.00428542,12.68550973,12.38163608,12.57039655,12.92802386,13.25441195,13.6963855,13.71183036,14.07132035,14.09594182,13.73515516,13.98557846,13.99879489,13.63424502,13.70183181,13.59824395,13.78007292,12.41556235,12.13353527,12.24344266,12.06025421,12.37898835,12.1907828,12.39395342,12.41050037,12.43502225,12.16430266,12.08876758,12.27517451,12.61613521,12.865587,12.54362303,12.67370901,12.71393706,12.26866739,12.75221305,12.5096411,12.56825793,12.2446579,12.15298756,12.28113767
"CATMA2a29435",7.187818266,7.139733699,7.612968131,7.5427515,7.034101683,7.300645956,7.779885219,7.424858029,7.898397123,8.336955471,9.332027867,9.043530594,10.17301278,9.873369467,9.888592676,10.34292959,9.348060859,8.623793804,9.272657223,8.806496543,8.633599808,8.515421087,8.571897857,8.642388024,7.083215641,6.88688517,7.32064533,7.011536907,7.228324641,7.120015802,6.832634422,6.922065402,7.183044783,7.220290211,7.294536367,7.842857603,7.16386664,7.520638081,7.82752632,7.700559985,7.80695778,7.43824372,7.219826325,7.270105555,7.314821683,7.466698047,7.59217097,7.757957289
"CATMA2a32840",8.627631231,8.948066422,9.272886925,9.537606539,9.541258338,9.340488621,9.547271622,9.60550367,9.719529893,10.16674261,9.445014932,9.247888783,8.977438026,8.946962593,9.314678368,9.078117483,8.916161672,8.654425517,9.234871832,8.85531749,8.824697414,8.987236021,8.890676364,8.653079684,8.789501827,9.218641525,9.239615283,9.560332183,9.644029947,9.094308988,9.531902493,9.646231267,9.610141889,10.10418427,9.517394319,9.358810384,9.413010674,9.779105213,9.660184513,9.809113942,9.846891132,9.004497997,9.483998282,9.423641925,9.380763772,10.08382934,9.810958405,9.489446685
"CATMA2a36760",9.997981244,9.654539887,9.317610551,9.554791432,9.499608347,10.10855896,9.978151175,10.37861552,11.2916808,11.03862505,12.04852657,11.89716726,12.99725198,12.85996307,12.11841611,11.61256165,11.61259802,11.18612699,12.02085916,11.378175,11.26528285,10.97446016,11.85812435,11.27143597,9.625245354,9.363620327,9.275691603,9.22879907,9.829813158,9.867079242,9.660984113,9.821498797,10.03596761,10.02906427,9.959835051,10.5755572,10.95977929,10.36842792,9.667205692,9.537862267,9.522143459,10.2003483,10.3050149,9.889997541,10.06003749,9.646127413,9.84498384,10.37053536
"CATMA2a37910",8.964414992,8.875305468,8.957627077,8.804520546,8.875039422,8.909376458,8.987307465,8.947403834,9.065697744,8.822195618,9.123530397,8.769211058,9.589500254,9.56133919,9.700973696,9.422954063,9.56761867,9.512572268,9.915862582,9.951870834,9.479436257,9.614130971,9.867268003,9.440768327,8.678542241,8.769977834,8.779043445,8.516654924,8.873139154,8.616072545,8.60241874,8.924708621,8.676665549,8.9777244,8.684183636,8.598798506,8.62716826,8.693422046,8.541377069,8.578465144,8.713611712,8.661104163,8.796657407,8.965366097,8.842414952,8.739143136,8.883837618,8.849323069
"CATMA2a38810",12.52905622,12.54804495,12.97382619,12.77152269,12.86223091,12.82135099,12.68967223,12.72517568,12.51369714,12.49319548,12.3279771,12.2635085,11.27353362,11.01023081,11.30247696,11.03324664,11.06582439,11.36144398,11.38748739,11.49824664,11.33285911,11.37151765,11.35010756,11.43923308,12.38436216,12.89827754,13.12591363,12.99812327,12.6419342,13.23118148,13.31454427,13.10890252,12.78323414,13.22690135,13.07249111,12.84160814,12.60101901,12.10634629,12.12468437,12.43531524,12.51361334,12.39125905,12.49142141,12.69848573,12.34140235,12.28506637,12.23394815,12.41645927
"CATMA2a42185",10.95297215,10.91871033,11.0416763,10.79066318,11.11996502,11.00730023,11.01786947,10.75466135,11.00846025,11.10071602,11.39024202,11.45405242,12.07407798,12.39583913,12.10608316,12.33771994,12.14684471,11.93723716,12.27106083,12.053609,12.2283613,12.05081793,12.24726331,12.31317266,10.94118799,10.56284164,10.77667214,10.82847925,10.73863231,10.73458856,10.62305042,10.84918722,10.81887806,10.69659533,10.73649588,11.02042228,10.81031307,10.91301478,10.79036581,11.17735945,10.93524281,10.94180024,10.97721679,11.29648524,11.34007397,11.08215141,10.96922912,10.97596594
"CATMA2a43430",8.800852456,8.391759442,8.551646331,8.270438484,8.442737364,8.384352797,8.588754708,8.416844782,8.273525524,9.110803234,8.190777097,8.633081028,8.327144425,7.876484875,7.831511858,7.956362746,7.671076894,8.290285545,8.049324554,8.099999803,7.964694486,8.279420113,7.822348208,6.694911456,8.736409109,9.305648229,8.715391053,8.174805078,8.716484946,8.844558213,8.966046662,8.717235249,8.642108097,9.016766619,8.440313391,9.009193375,9.121691631,8.739321725,9.055696257,8.515216548,8.780932289,8.738869573,8.753568924,8.640334631,8.93664364,8.714509413,9.145837073,8.612993964
"CATMA2a43610",8.416105647,9.323072539,8.920259537,8.809215965,9.02322293,8.999903086,9.397878664,9.528899052,10.55710787,10.20093074,11.71879231,11.67976358,12.99072745,13.45974252,13.01861315,13.02681428,13.31585369,12.73382407,13.79917122,13.72168155,13.82583952,12.37359752,14.00381695,13.60259913,8.279832512,8.341346513,8.255817413,8.007202313,7.928627547,8.393565431,8.503497386,8.647979244,8.576795984,8.756909709,9.276353813,9.24323909,8.949458897,9.275476194,8.797143204,9.226190558,9.09417619,9.303692378,9.864761384,9.393662607,9.94483801,9.374030958,9.27223347,9.302313872
"CATMA2a45275",6.782992967,6.645759835,6.963002228,6.986145278,7.574953777,7.727129977,9.232484875,8.632257072,9.757853413,9.108658141,7.586119247,7.058330575,7.133852301,7.172424599,6.817252867,7.06806397,6.894402783,7.65072367,7.329495434,8.046743778,7.739887243,8.396177759,6.8078691,7.055704422,7.894351327,7.05692569,6.586791685,7.542832754,7.464435837,7.681986766,8.546009617,9.950686065,10.16896636,9.189428834,7.265283698,7.26667462,7.526213322,7.632231085,5.837682282,7.054205658,7.585784988,7.520311072,7.831161108,8.976093249,9.319734553,9.46613985,8.641135907,7.430017697
"CATMA2a45630",10.77159139,10.82382513,10.36951595,10.68733405,10.39796531,10.06662496,10.25675801,10.95835924,11.02408987,11.04187359,12.27118458,12.61333521,13.31457412,14.31149125,14.71743848,14.3675604,14.51082783,13.84758304,14.56885141,14.39337386,14.18251734,14.26097787,14.06172751,14.21120547,10.34789361,10.10811013,10.09851236,9.625537587,10.51399635,9.300112075,9.515997814,9.382310887,10.0760465,9.42941728,10.4962785,10.43447803,10.51144208,10.82056961,10.19594083,10.02201833,10.03728398,9.931285166,11.0526918,10.42634107,11.27496262,10.05663775,10.27032943,10.41277807
"CATMA2c47176",12.07334812,11.92246886,11.87225107,12.21127767,12.96895881,10.7687904,11.45833978,11.96377497,10.70168169,11.7361617,11.87550401,12.35799142,13.0988024,14.00819568,14.19092098,14.39250658,14.39819734,14.22638408,14.45939518,14.12797702,14.17411634,14.70729714,14.38948292,14.44453404,11.17710703,11.9004066,12.17993234,11.4191069,12.00539937,11.30381291,10.30411859,11.34087463,10.28177848,11.00341904,10.78863413,10.14943376,12.01368157,11.97779001,11.83090211,11.74430017,11.49270679,11.89099664,12.15261718,11.59937816,11.5499436,11.83686081,11.75623481,12.59031532
"CATMA2c47370",10.28553255,9.964178953,9.767076732,9.454098687,9.763273886,10.58820236,10.53188275,11.06250664,11.02267479,10.38366853,10.84193402,10.22658191,9.486680648,9.440412676,9.489278424,9.095857168,8.693884029,8.65058506,8.588815363,8.880027712,8.555991239,9.044935271,8.886154767,8.066197341,10.20976691,10.02823692,9.56012781,9.876128981,9.989424887,10.96084418,11.02952491,11.16184941,11.25932472,11.3159721,11.41588234,10.64390862,9.623163905,8.863732903,8.570174751,8.775645045,9.133536735,9.99466243,9.736626598,10.38764129,10.14813015,9.699179538,9.483902421,9.741631379
"CATMA2c47487",7.411312121,7.779011287,7.228156007,7.706501818,7.646540646,7.676809901,8.200823978,7.71943659,7.829370009,8.148934384,9.048208564,9.005612628,10.07589384,10.60914045,10.85520114,10.62945152,10.92751873,10.44026331,10.48745887,10.77773223,10.59610003,10.36003718,10.39868908,10.02435198,7.105777775,7.248308996,6.937966245,7.124664918,7.676438365,7.145907969,7.349690395,7.666758582,7.679141175,7.09697865,7.512480188,7.541498592,6.628611459,8.071730834,7.947820254,7.664064918,7.466924037,7.720888078,6.985934108,7.529520063,7.904050008,7.451638942,7.689293858,7.354977156
"CATMA2c47651",9.110950609,9.086190628,9.1587109,8.98024428,9.211246475,9.414263048,9.302728949,8.700673892,9.7499615,9.544217117,9.563988899,9.162229579,10.00816492,9.206736454,9.176767998,8.604587891,8.790930737,9.054783801,8.234663218,8.343601527,8.945261512,8.022911419,8.800512359,8.363287076,8.837640356,9.138223278,9.427298106,9.447672438,9.647735198,9.300553786,9.538099934,9.465852578,9.579515654,9.519222801,9.36871742,9.107262618,9.228201932,9.169202654,9.392786838,9.394049525,8.909513995,9.110042961,9.024337661,9.065883875,9.61209227,9.158056617,9.589077985,9.085789833
"CATMA3a00650",9.73265457,9.840721579,9.656082834,9.510223592,9.528189471,9.84385413,9.740860833,9.584337005,9.990079496,9.705908255,10.5148114,10.41619337,11.2194066,11.13449958,11.03625464,11.16490621,11.08060811,11.03079984,11.68078388,11.64540744,11.85021244,10.84251608,11.63964177,11.28078682,9.638816189,9.54300596,9.393497212,9.377023884,9.469075055,9.350210125,9.400147865,9.449697446,9.578839537,9.528421418,9.582860822,9.714612946,9.749799071,9.989857753,9.714650028,9.493622093,9.390267096,9.584620286,9.779640963,9.715595731,10.04401812,9.370117708,9.677458125,9.478264186
"CATMA3a01140",9.190650619,9.152974083,8.951935764,8.937529727,9.041483119,9.18132555,9.002635435,8.916783209,9.385600605,8.790368119,8.994744975,9.173276054,9.53482194,9.471257445,9.570292879,9.68561083,9.719175793,9.560616906,9.343345887,9.758330389,9.690169542,8.942470244,9.300258244,9.363750277,9.290168514,8.883779779,9.148868686,9.067193988,9.115998973,9.375472069,8.802907588,8.891494734,9.234773177,8.935622245,8.593564784,8.488672683,8.28429008,8.802839496,8.945343428,8.833394348,8.727857219,8.925865252,8.915727749,9.042185045,9.202940427,8.797550001,8.609482907,8.576742209
"CATMA3a05630",6.983703157,7.900774755,7.880902692,7.772839484,7.360147683,7.650334818,7.312511361,7.790984701,7.448706031,7.797484443,8.380479068,8.222294946,9.391096057,9.103962999,9.330830102,8.751312146,9.607822068,9.436033633,8.554344559,8.797385304,9.044934996,8.620223094,9.277565889,8.9434818,7.840953649,7.65002049,8.096571885,7.85846169,7.851404444,7.503604005,7.819299629,7.170382292,7.367896978,7.711366945,7.490081561,7.677034735,7.934373032,8.254909423,7.646436785,7.279950803,7.362651637,7.868199221,6.929653471,7.527103095,6.977604748,7.617389497,7.635510144,8.056374846
"CATMA3a08130",9.289939479,9.285191122,9.288898752,8.969370042,8.869216684,8.759453513,8.910911234,9.893566414,9.501837645,9.487861267,9.365980565,9.605999193,9.572510302,10.3123078,10.2750152,10.27970641,10.60687178,10.06256801,10.5693429,10.3708105,10.47085931,10.53771691,10.69160142,10.46231599,8.860701139,9.095686618,9.274425282,9.035488372,9.215079803,8.927749585,9.000709399,9.01706529,9.360887005,9.055788707,9.202815825,8.869559144,8.911748363,9.395981164,9.120117259,9.014391663,9.125116875,9.288199015,9.718676346,9.176773937,9.614358746,9.428777883,9.183238532,9.594641027
"CATMA3a10755",12.39833654,12.32206207,12.40201145,12.27087869,12.3832846,12.60277322,12.12697495,11.98081073,12.66939008,12.7519856,13.63528294,13.74673949,14.37546652,14.09192139,13.73059765,13.56669723,13.65316686,13.47504366,13.37417122,13.36104125,13.64947271,13.21658519,13.81928844,13.50673689,12.32559793,11.85175252,12.16616808,12.11480985,12.3572312,12.0298307,11.91127009,12.15384453,12.13239087,11.71559201,12.30730702,12.74914486,12.98929751,12.94066666,12.15934853,12.56710288,12.31279167,13.11554205,12.65792502,12.75137681,12.55666109,12.37302666,12.2413909,12.34490721
"CATMA3a12510",9.693629569,9.652863723,9.225359114,9.27500744,9.420896371,9.301557946,9.2096544,9.355503951,8.926153884,9.088411454,9.241229107,10.12553308,10.40073642,10.56369893,10.64020942,9.687750354,10.21136741,9.822679939,10.42533677,10.11579719,9.945774435,10.05971143,10.3887227,10.17562148,9.553382671,9.493288188,9.412321269,9.004119441,9.60475158,9.550665529,9.407824156,8.984617784,8.778732542,9.203282969,9.001596872,9.520812214,9.21484853,9.591489999,9.597355347,8.957327128,8.785369414,8.793251297,9.474261528,8.990077994,8.988411118,8.78372197,9.040745422,9.535427527
"CATMA3a13510",11.41553589,11.25264747,11.45773185,11.12295755,11.24414079,11.33871339,11.55846964,11.37565299,11.81815618,11.3497734,10.92752668,11.11004796,10.80740533,10.88786567,10.91454344,10.61660375,10.90481885,11.32202712,11.05884661,11.06034899,10.92140145,10.60741691,11.04927456,10.59450232,11.59796354,11.46614749,11.58250452,11.57493694,11.2164791,11.79118641,11.63781367,11.87210981,11.91421118,11.33245403,11.68582556,11.64118505,11.75459426,11.77127924,11.58361783,11.72528263,11.6685902,12.08292289,11.74323241,12.01708716,11.9341294,11.32664177,11.48399086,11.39161076
"CATMA3a14290",11.63037667,10.94228091,11.21151026,11.04645774,11.29242747,11.42059173,11.14875826,10.77231375,10.84016569,11.19346418,10.93386772,10.8244097,9.910337214,9.505403465,9.795215426,9.24796748,9.36442497,9.43699162,9.742559591,9.58239687,9.467745531,9.284809775,9.897788308,10.16448184,11.50195015,11.48624317,11.50350503,11.62857976,11.35519795,11.56539355,11.75538978,11.81535602,11.13242391,11.99870088,11.73637711,11.80639583,11.28929516,10.95512243,10.97826744,10.59541177,10.50285669,10.77222915,10.81236333,10.89705674,10.71151117,11.01584964,11.26783181,11.41100281
"CATMA3a14565",11.28212808,11.57969095,11.50589796,11.38070904,11.37412915,11.24922433,11.48332607,11.41135359,12.05330285,11.86084306,12.74529866,12.40977014,13.85301955,13.5205211,13.23966992,13.69554035,13.09812984,12.78130171,13.24272521,12.73629679,12.5599853,12.29306689,12.69652392,12.52533224,11.37320917,10.77272573,11.25590954,10.97670605,11.30337633,10.51510646,10.62587355,10.99382971,11.01975482,10.61807816,11.09041967,11.2218574,11.29690967,11.25987098,10.71016267,11.27934221,10.82712397,11.06216239,11.11545129,11.0164514,11.22070833,10.9629592,10.8860144,11.00248076
"CATMA3a14910",8.609151231,8.055708409,8.025445479,8.130661329,8.270692457,7.670366085,8.733079947,9.001831852,9.735504467,9.463617368,11.32615178,12.3497294,14.19149137,14.11412012,14.27374627,14.30226745,13.97120091,13.50603423,14.2849664,14.21867527,13.70963007,13.75571064,13.8660425,13.65617442,8.068398597,7.640555767,7.718457433,7.330608539,8.139518965,7.70169519,7.10599576,7.500292879,8.138462476,7.48606974,8.19176209,8.699395264,9.309088576,9.765140654,8.753025597,8.637355642,8.921399138,9.409032561,9.662805492,9.196434557,9.554714161,8.655609105,8.699071561,9.125443968
"CATMA3a16510",14.42079625,13.87361442,13.9347086,13.8854493,13.73512537,13.5555136,13.58744217,13.82958237,13.43432949,13.87280699,14.42537936,14.31322189,14.95784081,15.11234646,14.74270941,15.10721801,14.92420683,14.60798292,14.94295275,14.93528661,15.0404729,15.0525518,14.71385119,14.75978277,14.24999882,13.42814102,13.71869587,13.45257255,13.93245512,13.08864628,13.12603379,13.25933085,13.04049194,12.97330996,13.22250714,13.94182473,14.02287188,13.90562669,13.72767174,13.62128098,13.62716078,13.59575019,13.73446129,13.8100208,13.68685241,13.49055659,13.50597461,13.59071376
"CATMA3a18300",11.5195702,11.68983622,11.59432299,11.49018047,11.61402979,11.56577077,11.47222432,11.34590581,11.61422126,11.44947412,12.08300676,12.17492125,12.78815212,12.98339585,12.50461457,12.81424474,12.50613503,12.27511064,12.75961764,12.50775482,12.67866114,12.35897747,12.64016356,12.72654135,11.49774979,11.03443615,11.41891325,11.40878041,11.28768995,11.02384774,11.00394071,10.99598345,11.05623698,10.71203443,11.22676169,11.46150554,11.68016959,11.97563005,11.47916635,11.49325824,11.37539813,11.33047382,11.3873634,11.48627613,11.55251351,11.26764022,11.42947189,11.42018098
"CATMA3a19200",8.905024818,8.983438274,9.459938224,9.60210729,9.302719084,9.81195546,9.921733559,10.38698873,10.38576182,9.455773952,10.23789073,10.0717565,10.57949927,10.65449474,10.70956704,10.36874491,10.39086901,10.46596978,11.31691878,11.26617697,10.79005978,11.22265652,10.49378864,10.43472192,8.793390014,8.967988759,9.24153192,9.142594691,9.613647384,9.556503098,9.431113639,9.917552477,9.728968152,9.246778824,9.606147087,8.926095801,9.242643253,9.126360873,8.764468619,8.976880034,9.258495882,9.30916051,9.941085412,9.819764799,9.967013164,9.15621321,9.002789454,9.128529663
"CATMA3a19345",14.42818858,14.81765826,14.52687355,14.71640128,14.83096182,14.20389504,14.45823524,15.03135418,15.14639977,14.96552264,14.39340427,14.87780271,12.66414461,12.11267552,11.68770462,11.65924905,11.9303147,12.72513126,12.79954797,12.71073761,12.98377907,13.63040534,13.43822004,14.65879989,14.48740021,14.09838496,14.47968523,14.5186512,14.51203711,14.41986459,14.70750172,14.80206554,14.67768771,14.96146869,15.19881861,15.30081801,14.95773434,14.92825188,14.48857059,14.96460152,14.66214714,14.0487162,14.63711514,14.29921445,14.883401,15.12160068,15.01960741,15.44515275
"CATMA3a21500",10.7184517,10.57088928,10.52145327,10.37554929,10.30404882,10.52261753,10.23298434,10.60088329,10.48834881,10.6653213,10.9885321,11.201694,11.50159996,11.5603405,11.40681283,10.77211998,11.33741015,11.03429503,11.31610618,11.25915494,11.21359902,11.01763097,11.34771984,11.13185078,10.67469775,10.40385081,10.4112591,10.27744951,10.56471556,10.49670254,10.38420328,10.4107395,10.2331959,10.47670882,10.37938407,10.75498652,10.74134268,10.4751572,10.37971395,10.12088928,10.1540261,10.42381464,10.41392803,10.40609411,10.50921993,10.2539402,10.23818237,10.50074382
"CATMA3a21640",7.692001585,7.968464829,8.045251825,7.785835601,8.049554876,8.427474061,8.115278765,8.422719076,8.483791662,8.173494467,9.083142777,9.224950848,9.895539346,9.308989888,9.074533189,8.919572877,8.501513613,8.440908525,8.843847585,8.446610617,8.71405094,8.766730373,8.689917849,8.775976984,7.651208515,8.050884251,7.98018195,8.602240658,8.160970108,8.333397304,7.821888781,7.974327328,8.406425808,8.067346634,8.472408892,8.403779241,8.471704618,8.428127569,8.155159091,8.310526852,8.410526903,8.504504435,8.692113951,8.398517185,8.323556885,8.218216842,8.112749043,7.889133869
"CATMA3a23235",8.346230232,8.518239352,8.278875445,8.455690958,8.270138675,8.300427213,8.308766714,8.676196708,9.089247245,8.973274223,10.21923898,10.44059682,11.1459194,10.8496554,10.5821404,10.9905289,10.39981656,9.821811919,10.91274055,10.4284093,10.37958688,10.22107505,10.42957969,10.16318054,8.148022163,8.130917419,8.178053623,8.241435177,8.164227387,8.108778975,7.926723218,8.009673233,7.956727667,7.572174845,8.716615814,8.934574425,8.776621736,8.748242768,8.814256132,8.567654947,8.506325898,8.778224885,8.961853169,8.758364348,8.472716854,8.827011073,8.428708462,8.693733601
"CATMA3a27120",12.40061165,12.27153008,12.02351027,12.33526473,12.07814705,12.15507896,12.06628943,12.30179443,12.08902975,12.2391952,12.35619961,12.39711782,12.42265146,12.29366342,12.415736,12.24531655,12.1940012,11.9467105,12.21116089,12.0656231,11.69906006,11.89040571,12.11371631,11.88659149,12.21886599,12.2029349,12.07006688,12.35358785,12.12090715,12.21888099,12.25646764,12.07608915,12.06427153,12.27621115,12.16075167,12.37867601,12.32838322,12.27293034,12.33743126,12.21728471,12.21176672,11.96540317,12.11587235,12.01059369,11.86491487,12.00764523,12.25776772,12.3422701
"CATMA3a38645",10.41319305,10.80493403,10.78817911,10.59898888,10.61046828,10.93631596,10.69055387,10.69434182,11.17347968,11.09677996,11.26846657,11.02395197,10.98887404,10.84682249,10.79770445,10.15597108,10.6467859,10.72089626,10.65045058,10.7712428,10.39474363,10.31316549,10.86264347,10.52934884,10.29158696,10.65043639,10.70131602,10.69835319,10.80044023,10.72461339,10.65110304,11.04766987,10.86030156,11.42458396,10.99861836,11.3113786,11.60761598,11.30647751,11.17704194,11.04819926,10.94424555,11.50167495,11.01919742,11.1245551,11.18469025,10.80370233,11.23843949,11.4850498
"CATMA3a43475",8.823634898,8.660102111,8.824790675,8.883422154,8.894685256,8.952020401,8.897561685,8.619169328,8.84380251,9.121640408,8.954563622,9.188231918,9.003029833,8.844971036,8.973633043,9.015177042,9.069279655,9.034262522,8.552025041,9.093169874,9.063356037,9.096229497,9.031364558,9.301801578,9.201637752,8.707379732,8.840444221,8.783845302,9.111225025,8.565404396,8.893923083,8.726654728,8.942575122,8.822456398,8.986301683,8.965699607,8.675600016,9.109020069,8.987877091,9.510234796,9.494034861,9.083010006,9.11469194,9.163272428,9.14532025,9.254129864,9.249302309,9.426798636
"CATMA3a44060",8.085245751,7.855499235,8.073269889,8.035382035,8.033975383,8.023379991,8.264666418,7.708878058,8.312982159,8.298037637,8.334884062,7.911854867,8.25817755,8.487780393,8.459393059,8.546584527,8.133089145,8.238026973,8.213432574,8.283585342,8.404979609,8.136307265,8.392753846,8.397016805,8.27586392,7.797221925,8.056019834,8.172694379,7.805630185,8.172863778,8.018459421,8.039548025,7.873662808,8.351786573,8.048406327,8.153852187,7.988796006,8.129860636,8.012568738,7.926674465,8.009743375,7.951610924,8.346984012,8.15549133,8.388641893,8.304921271,8.177381147,8.140528147
"CATMA3a44230",8.940853735,8.697609807,9.190155978,11.49984625,12.19033675,10.88190872,11.26082834,11.54395996,10.35292388,11.91150871,10.37185909,8.70945776,8.401205983,8.873160717,8.633631926,10.27909291,10.59763613,10.73247786,10.25657974,9.013703668,9.564620101,10.6172231,10.12701388,9.674831813,8.874335225,9.178556014,9.635942584,11.66958339,11.8630775,11.04032275,10.93186,11.45905361,10.33999923,11.4003886,11.74892336,9.902271714,9.431028391,10.36970094,11.68697299,13.68003798,14.08259746,12.27006997,11.8963496,10.46323147,11.67109982,12.69070239,13.23584877,12.31623789
"CATMA3a46940",8.295281571,8.527452232,8.252874378,9.499566689,8.736374664,10.43693659,10.74666694,11.54342158,10.63671508,11.60768712,12.02807961,10.85454159,9.775040316,9.604614228,9.466774605,9.547656809,9.677513773,9.870244376,9.754977294,9.517480287,9.530328285,9.672508255,9.981462194,10.33108133,8.535879111,8.45648074,8.729584942,8.727168103,9.371543814,10.33870784,10.60624574,10.68112323,10.66893995,11.2301208,11.26152767,11.4320451,11.51311327,11.99798345,12.0863138,11.74420336,12.36499729,12.29443995,12.41304438,13.13634885,11.33550656,11.96838496,13.03922249,13.34637354
"CATMA3a48363",9.169959621,9.262688308,9.234345577,9.47242926,9.206719086,9.259752191,9.191693784,8.959418847,8.43586993,9.009294875,9.224764269,9.542683692,8.827668997,9.169273465,9.229119384,9.205562547,9.490910504,9.085604109,8.791702321,9.515332619,9.606584646,9.119817692,9.492458701,9.849662851,9.415980101,9.346157799,9.355474859,9.312276666,9.488457014,9.278157812,9.442875573,8.59073287,8.818801347,9.314233406,8.752531848,9.796433335,8.92852025,9.201937946,9.371026053,9.257441943,9.154989438,9.060369847,9.035370519,9.298491728,8.969181651,9.117137168,9.412893637,9.478307581
"CATMA3a49380",12.98979659,12.23243653,12.33508999,12.13507991,11.99381248,12.055909,11.54525739,12.21255265,12.34856174,12.44773986,11.94111946,11.84747831,12.41499523,12.13450447,12.48189683,11.43088892,11.22383195,11.17231601,10.81247773,10.98596576,10.76011632,11.12204209,11.09211031,10.91944092,12.88402782,12.36405404,12.73842089,12.24535086,12.83687984,12.34608298,11.98559505,12.3336977,12.13959322,12.53112803,12.19661137,12.55597128,13.0253125,12.32370728,12.66544508,12.42238945,12.6009767,12.66324317,12.43695438,12.62864363,12.65772472,12.04688052,12.06843023,12.09684594
"CATMA3a52440",12.06871062,11.50756761,12.56259112,12.21217364,12.60087159,12.71162267,12.73193637,12.28540073,13.04409948,13.38654346,12.29090941,11.59748547,10.14967427,9.591031577,9.199683925,9.840893026,9.572956713,9.686111421,10.3288995,10.23420043,10.3966179,10.73766998,10.71320139,10.97684787,12.1466237,12.0430389,12.50790746,12.6206115,12.39805312,12.58675569,13.10840137,13.35009199,13.04872798,13.22627472,13.36359438,12.45982696,11.48322757,11.3083751,11.06006565,11.75851347,11.41446982,11.22120419,11.5686525,12.11818143,12.06624586,13.04799676,12.71087524,12.18682258
"CATMA3a55940",9.369784176,9.453478466,9.658229974,9.580006142,9.727769,10.00513179,9.789338734,9.294990245,10.12206107,9.792238267,10.96485181,10.55786704,11.49778647,11.82356945,11.58625891,12.223246,11.95242934,11.60120542,12.37810385,12.02682804,11.67301712,10.9359304,11.50607007,11.3806608,8.976271235,8.729243299,9.161346853,9.275298119,9.140646882,9.073165803,8.667764704,9.061814419,9.229231528,9.087878864,9.616852636,9.14310408,9.473339788,9.516313514,8.750394821,9.557770869,9.020078315,9.260227832,9.792776906,9.593070303,9.546658504,9.126586378,9.380409371,8.98745529
"CATMA3c57167",10.17956402,10.04798384,9.88142796,10.05115988,9.822629084,9.938932532,10.16429808,10.39047006,9.977593403,9.881613323,10.08248708,10.01604179,9.674997394,9.650087417,9.629695332,9.559671545,9.65731744,9.770807723,9.638703663,9.678956874,9.59926726,9.869334816,9.649987021,9.546563713,9.981946651,10.34011076,10.07137501,9.984084106,10.14564148,10.34099028,10.386125,10.1792561,10.22473998,10.31120303,10.12804982,10.27058704,10.20329825,10.02367232,10.14552109,9.946123923,9.979676198,9.955755218,10.05499764,10.16701752,10.14761931,10.04767931,10.13471528,10.22136753
